Unique_Namecodes,DeviceName
Sebi Bl,Other
Galaxy S9+,Smartphone
Mi Smart Band 4C_696B,Wearable (Fitness Tracker)
SBS CBH80,Other
PORTATILE-ASUS,Laptop
C3222,Other
SBC-ST101200360637,Other
SumUp 112,Payment Device
Echo Dot-F12,Other
Echo Dot-4G4,Other
MacBook Pro di Andrea ,Laptop
LAPTOP-I5E8VKGB,Laptop
MacBook Pro di Ali,Laptop
FILO-TAG,Other
SumUp 558,Payment Device
ATH-SR50BT    ,Other
GlanceClock,Other
HUAWEI WATCH GT-C6D,Wearable (Fitness Tracker)
EssenzaTwo_009D6B5C745F,Other
DELL,Other
Telefono di Max,Smartphone
HUAWEI Band 3 Pro-301,Wearable (Fitness Tracker)
DP_2_0_TOVHT012933,Other
ORPHAN Y6 2019,Smartphone
HUAWEI WATCH GT-8E1,Wearable (Fitness Tracker)
HP OfficeJet 250 ,Printer
SBC-ST102201005684,Other
Onorio.C. s Mac,Laptop
Lia,Other
D500_6001955,Other
Galaxy Watch (8BB1) LE,Wearable (Fitness Tracker)
DESKTOP-96THCLK,Desktop PC
HONOR Band 5-E15,Wearable (Fitness Tracker)
Adalberto Geier ,Other
DP_2_0_TOVHT119397,Other
VW BT 6408,Car
OCPcc6 # 113755010,Other
OCPcc6 # 113755001,Other
OCPcc6 # 113793012,Other
OCPcc6 # 113793018,Other
OCPcc6 # 113793019,Other
OCPcc6 # 113793014,Other
iMac di giuseppe franceschini ,Desktop PC
PC2,Desktop PC
Polar A370 289AC12E,Wearable (Fitness Tracker)
Skoda BT 3073,Car
CAR BT1,Car
OPPO Reno2 Z NicMatto,Smartphone
DCS-8010LH-4365,Other
DESKTOP-HCTQ0F5,Desktop PC
SMA003d SN 2110004236 SN21100,Other
SMA003D Sunny WebBox SN1550026,Other
SMA003d SN 2110040047 SN21100,Other
SumUp 514,Payment Device
HONOR Band 5-A65,Wearable (Fitness Tracker)
HUAWEI ag,Smartphone
KD-65XD8599,TV
Francesca,Other
Vibe3HR_92F9,Wearable (Fitness Tracker)
Porcodiaolbestia,Other
Amazfit Verge L,Wearable (Fitness Tracker)
Polar A360 9E3AE710,Wearable (Fitness Tracker)
DPB30_E9DDCE,Other
XXRBJ155201112,Other
Echo Dot-1CR,Other
CUTTER_B61A,Other
SoundSticks Wireless,Bluetooth Speaker
Spartan SportWHR 171410003221,Wearable (Fitness Tracker)
D3P(ID-169C),Other
ELITEX2-1012G1,Laptop
Polar Vantage M 4A002224,Wearable (Fitness Tracker)
HUAWEI Band 4 Pro-A7F,Wearable (Fitness Tracker)
HUAWEI WATCH GT-F71,Wearable (Fitness Tracker)
Audi MMI 9967,Other
VW BT 0278,Car
MacBook Air di ludovica,Laptop
VW BT 2436,Car
HUAWEI WATCH GT-728,Wearable (Fitness Tracker)
VW BT 3625,Car
DP_2_0_TOVJX318402,Other
Dianita,Other
Thermal Printer,Printer
BP60A_BE_1400003511,Other
LAPTOP-9AGJUAM,Laptop
TAOTRONICS SoundLiberty 53  R,Bluetooth Headphones
TT-BH053-L LE,Bluetooth Headphones
BeatsSolo Wireless,Bluetooth Headphones
Huawei Maria,Smartphone
SEAT BT 9135,Car
DESKTOP-9UAN1T4,Desktop PC
LINK MD1345K00028,Other
HUAWEI Band 2-02f,Wearable (Fitness Tracker)
Echo Dot-V6A,Other
Echo-8E6,Other
L920_1230100452,Other
DP_2_0_TOVHT268736,Other
FARO Siderea - 18AL000035,Other
FARO Siderea - 18AL000075,Other
HRM-21082107,Other
iMac di lorenzo ,Desktop PC
1806S022001488,Other
LEDVANCE Plug-4570,Other
SoundCore Select,Bluetooth Speaker
navigatore,Other
A20,Other
Sbf1f5621247e9937C,Other
97253DDI,Other
Samsung Level U,Other
Nokia 6303 clas,Other
SumUp 449,Payment Device
LE-Bose Tri,Other
Mi Telefon,Smartphone
MB-705925B,Other
rete bouba,Other
Gear S3 (ACB9) LE,Wearable (Fitness Tracker)
DESKTOP-H26MIQR,Desktop PC
SPHRC,Other
malegria â¤ï¸,Other
BA108,Other
honor Band 3-6f5,Wearable (Fitness Tracker)
BRC1H 864DE6,Other
iPhone di Luca,Smartphone
Xiaomi Redmi 8t,Smartphone
G319117,Other
B210_73099901,Other
TV Samsung Q9 Series (55),TV
APhone,Smartphone
Mouse di giulia bagnara,Other
DESKTOP-O5GCHIS,Desktop PC
TV Il Nostro televisore,TV
V&G,Other
ANTONIO-PC,Desktop PC
VW BT 1454,Car
YG-i9S-TWS,Bluetooth Headphones
DP_2_1_TOGKY066934,Other
DigitalDNA Key 080064,Other
BOSCH_VCI_SN_541052230,Other
TIM_BOX 7557,Other
HONOR Band 5-8A4,Wearable (Fitness Tracker)
LAPTOP-H1EQS1EL,Laptop
EDAN DX12,Other
SumUp 060,Payment Device
LG SJ5(DF),Bluetooth Speaker
LG SJ5(BB),Bluetooth Speaker
MG-SINK,Other
B210_73100839,Other
B210_73169512,Other
HONOR Band 5-3B3,Wearable (Fitness Tracker)
I5-USB3-SMALL,Other
LE-Luca s Revolve SoundLin,Other
TIMvision 4967,Other
DESKTOP-NI93NGK,Desktop PC
OnePlus 3 ex Giorgio,Smartphone
B210_73140929,Other
G373794,Other
WKPTVERO00037,Other
CH34,Other
STANMORE II pasqu,Bluetooth Speaker
HC93-6E0,Other
Y5 2018 jessy,Smartphone
Fox98 ,Other
B210_73106628,Other
TV UE40J6202,TV
åå¡ç³,Other
Y5-D5E9,Smartphone
Lucky 61R Flip,Other
 iPhone 11 Pro di Matteo A,Smartphone
B210_73108491,Other
Expert_D987C44EB06E,Other
sergio,Other
DESKTOP-KCHT2OF,Desktop PC
BRAVIA 4K GB ATV3 2912,TV
DP_2_1_TOGKY058414,Other
G359142,Other
Edge 530,Other
PR BT 2F55,Other
DCS-8000LH-F96D,Other
HUAWEI FIT-f47,Wearable (Fitness Tracker)
Forerunner 630,Wearable (Fitness Tracker)
Echo Show 5-LBV,Other
REF4,Other
Boltune BT-BH001,Bluetooth Headphones
VW BT 7456,Car
HUAWEI P30 Angela,Smartphone
XXRBJ171901120,Other
OUTLANDER,Car
Giacomo,Other
HUAWEI WATCH GT-EEE,Wearable (Fitness Tracker)
TO8ET007808,Other
LAPTOP-25P4NJAG,Laptop
OnePlus 7,Smartphone
frida cel,Smartphone
LAPTOP-OQCENV0M,Laptop
iMac di SANDRO FERRETTI (17208,Desktop PC
B210_73106314,Other
B210_73114332,Other
MacBook Pro di Riccardo (2),Laptop
TIMvision 9025,Other
RedmiElena,Smartphone
BRAVIA 4K GB ATV3 6710,TV
ð«ððð,Other
Sc3dc4a2a66240572C,Other
Amazfit-FCCD,Wearable (Fitness Tracker)
SBC-ST101200377460,Other
OnePlus Mattia,Smartphone
DESKTOP-J2N848T,Desktop PC
HUAWEI Band 2-b9e,Wearable (Fitness Tracker)
AMB53,Other
Rider410,Other
Prince,Other
OC-F100,Other
TV Anddy y Mey,TV
LAPTOP-6S174K27,Laptop
TIM_BOX 6271,Other
DESKTOP-QUHBSPR,Desktop PC
iPhone di Davide,Smartphone
TIM_BOX 4412,Other
luciana maggiorazzi,Other
SumUp 471,Payment Device
D0J200205911,Other
iMac di Loft,Desktop PC
VW BT 2873,Car
VW BT 1797,Car
LAPTOP-U790B82A,Laptop
Galaxy A3,Smartphone
FIGA,Other
XBR-65X900E,TV
ihoment_H6113_488C,Other
Triones-FFFF300005,Other
SumUp 855,Payment Device
SumUp 526,Payment Device
BlueSpeak,Other
vĂ­voactive,Wearable (Fitness Tracker)
TV Samsung 8 Casa Piatto,TV
LAPTOP-DST9KT0T,Laptop
TV Samsung Q6 Series (75),TV
ihoment_H6113_41A9,Other
ihoment_H6113_F687,Other
HUAWEI Band 2-e20,Wearable (Fitness Tracker)
VW BT 9581,Car
KMM-3BT       ,Car
Au ),Other
PC-STUDIO,Other
BRAVIA 4K GB ATV3 1008,TV
SEAT BT 9344,Car
Audi_MMI_1699,Other
81935153DC      ,Other
pc044006,Other
TIMvision 4794,Other
XXRBJ191201118,Other
Sala cinema,Other
Alesis Multimix,Other
HUAWEI Band 4-CB9,Wearable (Fitness Tracker)
LG webOS TV UK6300MLB,TV
S7bf9fbf2b11b4d20C,Smartphone
BRC1H E21532,Other
L920_1230087488,Other
Audi MMI 3404,Other
HUAWEI P smart 2019 ,Smartphone
bonjour tristesse,Other
BRAVIA 4K GB ATV3 1254,TV
DP_2_0_TOVJT252098,Other
Paolo. ,Other
Salotto 1,Other
Giuliana Merlin,Other
CODE_D0070000,Other
DP_2_0_TOVHX284495,Other
51828006DC6,Other
BRAVIA 4K 2015 8033,TV
SW302,Other
Prodigio&Milk_E60CC5A49B0D,Other
SW302_LE,Other
ZTE Blade L5 Plus,Smartphone
TV UE32J6300,TV
VW BT 3395,Car
QHM-601A,Other
isael,Other
RITASPETTI,Other
SBC-ST101200318108,Other
Panasonic HC2020-0c80,Other
tv cucisoggiorno,TV
LDL-1406935-8CA1E0E3,Other
Tmall Genie Auto(1995),Other
Echo Dot-4TQ,Other
TIM_BOX 6498,Other
LG CJ45  (21),Bluetooth Speaker
LG SL5Y(1C),Bluetooth Speaker
FMB120_1594664,Other
LG OLED Spal,TV
SumUp 312,Payment Device
DESKTOP-OQNE7C0,Desktop PC
Happs Walia,Other
MeetUp Soft Remote,Other
TIM_BOX 8666,Other
HUAWEI Band 4-427,Wearable (Fitness Tracker)
Audi_MMI_9684,Other
TIMvision 2525,Other
Honor View 10 Lite del Bruco,Smartphone
HUAWEI FIT-05f,Wearable (Fitness Tracker)
Tommaso,Other
Pin Bike k2,Other
Echo Dot-5PU,Other
carmela,Other
SumUp 285,Payment Device
LAPTOP-8RLLUOVF,Laptop
Tony,Other
Alcatel 2053,Other
Echo Dot-6H2,Bluetooth Speaker
Redmi di Michela,Smartphone
Echo Dot-HGP,Bluetooth Speaker
tel ARM HUAWEI P20 Pro,Smartphone
AMICO NÂ°UNO,Other
YIYUN TECH,Other
DP_2_1_TOGKX269679,Other
SPD-BLE0544288,Other
pctecno,Other
DP_2_0_TOVHT205939,Other
HONOR Band 5-28E,Wearable (Fitness Tracker)
Galaxy Watch (DAE2) LE,Wearable (Fitness Tracker)
Frida,Other
e-Distri178200016048,Other
BRC1H D884FE,Other
CooLamP!,Other
VITO,Other
nina,Other
Galaxy Watch (0EBE) LE,Wearable (Fitness Tracker)
TIM_BOX 7607,Other
LG SH5(94),Bluetooth Speaker
Domyos-EL-9231,Other
Oppo Lino,Smartphone
CAROLINA,Other
DP_2_1_TOGLY065578,Other
HONOR Band 5-B3B,Wearable (Fitness Tracker)
Galaxy Watch (0AD8) LE,Wearable (Fitness Tracker)
Bumble,Other
Zexxox,Other
iPhone di Mario,Smartphone
Rosa59,Other
e-Distri4271F7E7FD7F,Other
skipper 7223,Other
ihoment_H6181_16FA,Other
auÃ¨,Other
ihoment_H6110_6877,Other
DP_2_0_TOVHX290735,Other
Echo Show 8-8PD,Smart Display
DP_2_1_TOGJY003986,Other
LAPTOP-BBGQ5HUH,Laptop
DP_2_1_TOGLX031230,Other
AndoisAP2,Other
DP_2_0_TOVJX455242,Other
C1905,Smartphone
LAPTOP-H3BF1F9N,Laptop
LAPTOP-BBUKQEGE,Laptop
HUAWEI P9 lite Vito,Smartphone
TV UE55JU6510,TV
Clima,Other
B210_73165233,Other
B4E55330E68030AEE9,Other
Kitestramurt,Other
LAPTOP-FPCGHBDK,Laptop
DCS-8000LH-774E,Other
MK-B16,Other
ALIDA,Other
F1P,Other
Smart Miki,Other
TIMvision 7695,Other
TV Televisore Salotto,TV
Ingresso Edge bronzo,Other
LAPTOP-AQD0MQM3,Laptop
LG webOS TV SJ850V,TV
Segway IoT,Other
TimeBox-mini-audio,Other
T-FIT 2.0,Wearable (Fitness Tracker)
DP_2_1_TOGKY063281,Other
B210_73162295,Other
712693,Other
83615494,Other
TM-JOY(ID-C7A5),Other
DCS-8000LH-C796,Other
VW BT 6871,Car
airpod;s Checco; s polemio,Other
MacBook Air di gino toscani ,Laptop
RU5832072120,Other
LG SJ3(0E),Bluetooth Speaker
ID115Plus HR ,Wearable (Fitness Tracker)
HONOR Band 5-6A6,Wearable (Fitness Tracker)
Polar Vantage M 5B777E2F,Wearable (Fitness Tracker)
B210_73169603,Other
25210043,Other
BRC1H E52C88,Other
Youngdo_Ble,Other
B4E55335D9A430AEE9,Other
BÃ¼ro,Other
OPEL,Car
Gear Sport (3560) LE,Wearable (Fitness Tracker)
SEAT BT 5023,Car
JBPODS,Bluetooth Headphones
Leoo,Other
HUAWEI WATCH GT-767,Wearable (Fitness Tracker)
ANGI S AUDI Q2,Other
VS9-EU-NBK6106A,Other
Echo-0XJ,Other
Polar Vantage V 658BAD2B,Wearable (Fitness Tracker)
SEL92b000415062,Other
AUKEY EP-B56 ,Other
GT-B2710(0376),Other
Galaxy Fitâ (F3C7),Wearable (Fitness Tracker)
Galaxy Watch (8ECB) LE,Wearable (Fitness Tracker)
Galaxy Fitâ (0D07),Wearable (Fitness Tracker)
Nokia C6-00,Smartphone
Badezimmer,Other
Echo-3EH,Bluetooth Speaker
SAD 1065,Other
Kiox 8004,Other
VW BT 2431,Car
LG SL5Y(3F),Bluetooth Speaker
Polar Unite 7A981621,Wearable (Fitness Tracker)
Galaxy Watch (0CCD) LE,Wearable (Fitness Tracker)
SumUp 147,Payment Device
Galaxy Watch (DBF8) LE,Wearable (Fitness Tracker)
TV Samsung 6 Series (32),TV
HONOR Band 5-F7B,Wearable (Fitness Tracker)
SUS0024#9xVPXc,Other
DS-108351~~2,Other
SUS0037#3LCo0a,Other
DS-108346~~2,Other
DS-108343~~2,Other
JOHOPC,Other
Vb1-AgAnFA,Other
KD-49XD8099,TV
Vb1-AgC8CQ,Other
Verenað¤,Other
#099719,Other
DCS-8525LH-1137,Other
Xperia M2,Smartphone
Galaxy A3 2016,Smartphone
DC9088C74500,Other
Sophie Wifi,Other
EssenzaTwo_1098C3CF4205,Other
stanmore 3211,Other
GB1871559         ,Other
Pure Go 3045,Other
S6062bc6b4f4a76d6C,Other
Activite 64,Wearable (Fitness Tracker)
TPM191E 6062,Other
TV TV Casa,TV
TIMvision 8580,Other
MIBFS,Other
Apple Wireless Keyboard,Other
DESKTOP-VL6D53L,Laptop
VW BT 5745,Car
PHL-50PUS730312,TV
LUCIANO,Other
TV Samsung Terebi,TV
TV lory,TV
TOMMYae2769bb028088c402,Other
VDO_SmartLink_390,Other
Silver Star CD-DAB,Other
VW BT 1211,Car
TV Samsung Frame (65)bomba,TV
BRAVIA 4K GB ATV3 2025,TV
ihoment_H6181_489A,Other
BRAVIA 4K... (059)3,TV
Skoda BT 2230,Car
SN80,Other
MPOW Thor,Other
Echo Dot-J3U,Bluetooth Speaker
Stefano Pederiva,Other
EssenzaTwo_009D6B5BA8D5,Other
VW BT 4698,Car
MacBook Pro di giosuÃ¨ masci,Laptop
tv,TV
1841S022023825,Other
D500_9206673,Other
Redmi monica,Smartphone
ida cell,Other
Q10_2531,Other
SumUp 384,Payment Device
SBC-ST102201010634,Other
IWL250 81580092,Other
Huawei ,Other
BlueUp-04-016460,Other
Ahijo Fabio,Other
IWL250 81556970,Other
RDL52832,Other
Huawei Mate 20 lite,Smartphone
biscað,Other
SAS87,Other
ABB-GW-C-CC1BE0E0688C,Other
BRC1H 95938B,Other
BRC1H B52B5E,Other
BRC1H DD5612,Other
BRAVIA 4K GB ATV3 8292,TV
CLK200,Car
Galaxy Watch Active (6C94) LE,Wearable (Fitness Tracker)
Bisio77,Other
OPPO R17,Smartphone
BUDDYTH,Other
Move ECG 44,Other
BRC1H B5A1CD,Other
BRC1H 95940E,Other
BRC1H B52B4A,Other
FF21BE5767C1N,Other
LAPTOP-QNTG3V05,Laptop
N&W BlueRed Xb78f6e,Other
LAPTOP-LI34MDD7,Laptop
BT_Garmin DriveSmart #33141099,Other
RF01P191752003,Other
SKODA BT 6457,Car
RF01P191603099,Other
RF01P191550095,Other
SKODA BT 5557,Car
E434931D33DF,Other
DP_2_1_TOGLY044904,Other
TT214H BlueFrog,Other
dodospot,Other
iPhone di Valentina,Smartphone
LG webOS TV UK6100PLB,TV
EssenzaTwo_009D6B59ECC7,Other
BRC1H F50EB9,Other
HUAWEI Band 3 Pro-FBB,Wearable (Fitness Tracker)
1841S022023823,Other
DigitalDNA Key 146206,Other
TV Ohana,TV
HP1280,Printer
LAPTOP-SNU1M83S,Laptop
Amico Fedele,Other
MIScooter5425,Scooter
Audi MMI 2773,Car
Audi_MMI_1279,Car
Samsung GALAXY DJ3,Smartphone
manjarofgas,Other
Ilariaâs MacBook Pro,Laptop
Air plus â¢,Other
LAPTOP-MJDFUK7I,Laptop
LAPTOP-9Q7OT0QF,Laptop
HONOR Band 5-B3F,Wearable (Fitness Tracker)
DESKTOP-7GA7LOB,Desktop PC
MacBook Pro di Tomasi,Laptop
DESKTOP-9BQO2JV,Desktop PC
elena-ThinkPad-L380,Laptop
galaxy Riccardo,Other
Redmi Pietro Manca,Smartphone
MacBook Pro di Gennaro,Laptop
LG SJ3(36),Bluetooth Speaker
VW BT 9096,Car
DP_2_1_TOGKY095533,Other
X_X,Other
LAPTOP-6PUQVA80,Laptop
DESKTOP-PKL7LCM,Desktop PC
HPPROBOOK-EMILI,Laptop
DigitalDNA Key 172951,Other
huawei mate 20 lite,Smartphone
iFrenci,Other
HONOR Band 5-321,Wearable (Fitness Tracker)
Honor 5c GB,Smartphone
Spartan Ultra 181210002875,Wearable (Fitness Tracker)
AUDI MMI 8619,Car
Mi Smart Band 4C_F26A,Wearable (Fitness Tracker)
VW BT 1724,Car
SHNode,Other
KHURSHID ALAM,Other
HUAWEI Band 3 Pro-8E1,Wearable (Fitness Tracker)
HONOR Band 5-450,Wearable (Fitness Tracker)
HUAWEI P lorenzo,Smartphone
VW BT 9870,Car
SmartBand_43BB,Wearable (Fitness Tracker)
Dark Danilo,Other
CTrack E0024C9C8DC43F3A,Other
Telefono di Pier,Smartphone
Haylou-GT1 Pro,Other
ACERMYRIAM,Other
MacBook Air di Francesca,Laptop
NELLAVECCHIAFAT,Other
scrocco wifi,Other
geniomaligno ,Other
fabio-ideapad,Other
LAPTOP-6DHGNU8U,Laptop
MSI,Other
TIM_BOX 4207,Other
Casetta,Other
TV Samsung Frame Series (49,TV
Echo Dot-7WS,Bluetooth Speaker
NinebotG30Max,Other
Echo-1SP,Bluetooth Speaker
SEL920002415048,Other
DESKTOP-LBEO4B3,Desktop PC
HP Tilt Pen,Other
LAPTOP-JODTQDNB,Laptop
HONOR Band 5-FCB,Wearable (Fitness Tracker)
Kiox 1864,Other
Lorenzo.F,Other
HUAWEI Band 3e-E3A,Wearable (Fitness Tracker)
arturo-ThinkPad,Laptop
Shalosh dakot,Other
DESKTOP-MJMNBD1,Desktop PC
LAPTOP-KVEI8G3L,Laptop
ST VOICE R152,Other
TV Andrea,TV
SEAT BT 5814,Car
VW BT 2551,Car
Kiox 2640,Other
Skoda BT 5882,Car
VW_BT_8145,Car
HUAWEI Band 4 Pro-F43,Wearable (Fitness Tracker)
Uproar Wireless,Other
P20 Pro di Giuseppe,Smartphone
IWL250 83457083,Other
CB04 APP Connect,Other
p30 bboysfera,Smartphone
IWL250 81582126,Other
Galaxy J7 (2016),Smartphone
MacBook Pro di Arianna,Laptop
i06,Other
Nico,Other
iPhone di Leonardo,Smartphone
MacBook Pro di Leonardo,Laptop
DP_2_1_TOGKX111164,Other
Skoda BT 8143,Car
COG-91610884A00,Other
COG-91610975A00,Other
COG-91610860A00,Other
Redmi Note5,Smartphone
redmi marcelo,Smartphone
Joseph Adeva (Galaxy A3),Smartphone
Echo Dot-27U,Bluetooth Speaker
Portrait2-66216A,Other
Max Buzz,Other
BT-PS24-1,Other
marzia errante tablet,Other
LG CM2760(BD),Bluetooth Speaker
B1,Other
Echo Dot-FQC,Bluetooth Speaker
MH TWS,Other
BTN-A2500,Other
iPhone di Lisa,Smartphone
HUAWEI Band 2-577,Wearable (Fitness Tracker)
Jaybird X4 Luca,Other
HUAWEI DI LORENZO,Smartphone
DV912652035043,Other
Area Drop E7,Other
LAPTOP-25B35FKB,Laptop
LAPTOP-3FUNHM7Q,Laptop
LE-Bose NC 700 HP,Bluetooth Headphones
LAPTOP-A99M7PJ7,Laptop
andromax,Smartphone
BAKI,Other
MIScooter6407,Scooter
LG HBS-FN6_LE,Bluetooth Headphones
HUAWEI Band 4-853,Wearable (Fitness Tracker)
DP_2_0_TOVJX153113,Other
XXRBJ192401693,Other
Panasonic KX-TU32,Feature Phone
MIScooter3270,Scooter
MZ01B_AUTO_R.LAPTOP-6K9,Other
BT_TOYOTA,Other
T48C,Other
Audi MMI 2659,Car
TIM_BOX 4896,Other
P5XS-00827,Other
6C9DF23A71594002,Other
VW BT 8056,Car
S8b27f01e4f785d83C,Other
DP_2_1_TOGKX162642,Other
HONOR Band 5-52F,Wearable (Fitness Tracker)
VW BT 6817,Car
Skoda BT 1073,Car
VW BT 1590,Car
ihoment_H6113_253F,Other
HUAWEI Band 4-B83,Wearable (Fitness Tracker)
F8B3C54ECCEC33A3E9,Other
LE_SRS-XB43,Bluetooth Speaker
REAC_3B74,Other
InCarHotspot-049967,Other
Bluesound Ottica Romani BT,Other
alberto-ThinkPad-T490s,Laptop
SEAT BT 8549,Car
MargÃ²1,Other
Morningstar,Other
MICHELE,Other
iPhone di Filippo,Smartphone
Louiseâs MacBook Air,Laptop
LE-Beoplay E8 2.0,Bluetooth Headphones
lucastaboli-ThinkPad-E570,Laptop
DP_2_0_TOVHT198899,Other
BRAVIA 4K GB ATV3 1942,TV
JBL Playlist,Bluetooth Speaker
1914S022038707,Other
SumUp 011,Payment Device
Novellini-41003540,Other
OBDBLE,Other
SBF75,Other
NBScooter0550,Scooter
Caddy,Other
VW BT 0761,Car
VW BT 7666,Car
SEAT BT 8665,Car
DP_2_1_TOGKY144400,Other
BT69A,Other
HONOR Band 5-653,Wearable (Fitness Tracker)
Edge 830,Other
SPD-BLE0559083,Other
Audi MMI 7480,Car
LOVE VAN,Other
Seat BT ,Car
RJ-4230B_6099,Other
HUAWEI Band 4-87B,Wearable (Fitness Tracker)
caticati,Other
HONOR Band 5-D9C,Wearable (Fitness Tracker)
HUAWEI Mate 10 lite MARTINO,Smartphone
Francesco ,Other
Sara,Other
MIScooter1779,Scooter
Galaxy Fitâ (CEB1),Wearable (Fitness Tracker)
DP_2_0_TOVHX100118,Other
HUAWEI WATCH FIT-5C6,Wearable (Fitness Tracker)
Suunto 9. 194410000439,Wearable (Fitness Tracker)
Galaxy Buds+ (1021) LE,Bluetooth Headphones
Z-up,Other
valerio airpods ,Other
LAPTOP-0IUBKGCV,Laptop
Audi MMI 5605,Car
Baseus BA01,Other
DESKTOP-MJBOJRV,Desktop PC
DESKTOP-0VJ089V,Desktop PC
Beppeð,Other
DP_2_1_TOGKX098355,Other
L920_1230099638,Other
S5-C9A2,Other
Redmi simona,Smartphone
HUAWEI Pmm9 lite,Smartphone
SEAT BT 0622,Car
DP_2_1_TOGJY018179,Other
DP_2_0_TOVHX147939,Other
LE-Bose NC 700,Bluetooth Headphones
LG CM1560(4C),Bluetooth Speaker
ELUSION,Other
Echo Show 8-HCF,Bluetooth Speaker
1951S023053604,Other
Zehrað¥,Other
FMB120_9495454,Other
Gigi mobile ,Other
VW BT 6118,Car
Sf8d7ebd8c1b6da04C,Other
Audi_MMI_5461,Car
Get Together Mini,Bluetooth Speaker
Audi MMI 3706,Car
HUAWEI P20 lite claudio,Smartphone
VW_BT_0493,Car
VW BT 8617,Car
apple2pie21,Other
DP_2_1_TOGJY020126,Other
DP_2_0_TOVJT173608,Other
AUDI MMI 0462,Car
Huawei Andrea,Smartphone
Polar M430 32DDC22B,Wearable (Fitness Tracker)
Babi ,Other
DP_2_0_TOVJX541518,Other
VW BT 9226,Car
OnePlus 6T di Micle,Smartphone
PCDIALEPAIO,Desktop PC
J3,Smartphone
Mi_Watch,Wearable (Fitness Tracker)
UA FP 4B6A,Other
G4,Smartphone
iPhone (ÐÑÑÑÐ¼),Smartphone
OPPO Reno2 Ingmar,Smartphone
VW BT 4651,Car
DP_2_0_TOVJX066301,Other
NB-DAVID-SOMMER,Other
Honor_102,Smartphone
VW BT 1082,Car
VW BT 7215,Car
VW BT 8961,Car
MAJOR III BLUETOOTH,Bluetooth Headphones
DP_2_0_TOVHX145192,Other
Audi MMI 3868,Car
HUAWEI P20 Lite,Smartphone
Skoda Octavia,Car
VW BT 7409,Car
DC,Other
DP_2_0_TOVHX147993,Other
DP_2_1_TOGKY144150,Other
MX Ergo,Desktop PC
Polar M430 58E8502E,Wearable (Fitness Tracker)
E434933F98EF,Other
SBC-ST102201828090,Other
TV Samsung tv,TV
DigitalDNA Key 129061,Other
Polar Vantage M 761CB728,Wearable (Fitness Tracker)
idrissa ,Other
ASUS-UM433,Laptop
81we,Other
DESKTOP-1CN99UV,Desktop PC
DESKTOP-E71UGPD,Desktop PC
TAOTRONICS SoundLiberty 92,Bluetooth Headphones
DESKTOP-VRG7C0K,Desktop PC
BRAVIA 4K GB ATV3 2563,TV
TESTV4MINI,Other
ID205G,Wearable (Fitness Tracker)
Skoda Omar,Car
HUAWEI P 2019,Smartphone
for ever,Other
VW BT 4410,Car
Gianfrancobertotti@virgilio.it,Other
VW BT 4191,Car
VW BMT DLM,Car
VW BT 2148,Car
B3BA1951011935,Other
Galaxy A70 di MARA,Smartphone
VS9-EU-MHA4854A,Car
SumUp 354,Payment Device
HUAWEI WATCH FIT-FA8,Wearable (Fitness Tracker)
LE-Bose Revolve+ Soundlink,Bluetooth Headphones
VS9-EU-KCA1889A,Car
TV Samsung Q800 Series (75),TV
LG RN5(CD),Smartphone
D8R-EU-NAA1111A,Car
L920_1230085940,Other
VW BT 7051,Car
DP_2_1_TOGLY076052,Other
KDL-50W755C,TV
Soggiorno Bluetooth,Other
DP_2_0_TOVJT024998,Other
VW BT 3897,Car
BT-Speaker,Bluetooth Speaker
5G TEST,Other
HUAWEI Band 4-E58,Wearable (Fitness Tracker)
TV -,TV
lucy cel,Smartphone
ndy,Other
VW BT 1326,Car
Audi Q8 ,Car
LE-Henryâs Music,Bluetooth Headphones
AST_10586,Other
Steel HR C8,Wearable (Fitness Tracker)
B3BA1951003835,Other
AUDI MMI 9324,Car
CHIARA,Other
Soundcore Spirit X ,Bluetooth Headphones
LAPTOP-6JORIJ5F,Laptop
DESKTOP-4UIM4J3,Desktop PC
Alessandra ,Other
MDR-ZX330BT,Bluetooth Headphones
Galaxy Watch (52C3) LE,Wearable (Fitness Tracker)
DP_2_0_TOVHX145423,Other
HUAWEI Edi,Smartphone
oppo,Smartphone
dimitri prestabici,Other
macchinonaSwagBarca,Other
Echo Dot-GWL,Bluetooth Speaker
DP_2_0_TOVHX150394,Other
ste,Other
Great Wall,Other
LICIO-PC,Desktop PC
Bryton HR07352,Other
honor10,Smartphone
DP_2_1_TOGKY284348,Other
DP_2_1_TOGJX034906,Other
LE_WF-SP700N,Bluetooth Headphones
Mi Smart Band 4C_0C54,Wearable (Fitness Tracker)
HONOR Band 5-4DC,Wearable (Fitness Tracker)
TV,TV
Sbeacd02ee3f50edeC,Other
HONOR Band 5-83C,Wearable (Fitness Tracker)
T15-355793110705887,Other
TKLS10023623,Other
TKLS10023624,Other
ihoment_H6113_3449,Other
TomTom PRO 7350,Other
DP_2_1_TOGKY308017,Other
LE_SRS-XB30,Bluetooth Headphones
LDL-1406935-9551E294,Other
LG FH6   (00),Other
SRMecatronic ASR System,Other
CR-28996,Other
LDL-1406948-8DB5E473,Other
LE-Mar Bose,Bluetooth Headphones
I_TL,Other
LG webOS TV UJ635V Zeni,TV
EDENSPORT,Other
B210_73133584,Other
HMC01-5B0,Other
LE-Mr. Dynamite,Other
LE-Big Ears,Bluetooth Headphones
