Authority,Status,SubmittedDate,DC_Approved_Date,Final_Approved_Date,Final_Plot_Area,GrossPlotArea,NetPlotArea,Case_Type,Description,Circle,Zone,OrganizationName,District,DesignationName,Lattitude,Longitude,Usage,SubUsage,MaxBuildingHeight,Height,BuiltUpArea,MotagageArea,Units,Postcode
DTCP,Final Approved,13/2/2022,-2022.0,29/3/2022,23066.19,23066.19,23066.19,New,Layout with Open Plot,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Commissioner,17.27979051,80.19058622,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,507002
DTCP,Final Approved,13/2/2023,-2023.0,11/4/2023,39602.52,39731.47,39602.52,New,Layout with Open Plot,,,GWMC,Warangal(Urban),Commissioner,17.90772062,79.59923903,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,506166
DTCP,Reject,14/2/2022,-1900.0,-,433.48,437.83,433.48,New,Building Permission,,,KARIMNAGAR MUNICIPAL CORPORATION,Karimnagar,Commissioner,18.443045,79.124394,RESIDENTIAL,Bungalow,12.0,14.85,1049.76,88.65,4.0,505215
DTCP,Shortfall,17/8/2021,-1900.0,-,121.21,144.53,121.21,New,Building Permission,,,Korutla,Jagityal,Architect,18.82467133,78.70676155,COMMERCIAL,Shop,6.5,6.5,124.99,12.63,0.0,505326
DTCP,Final Approved,14/2/2022,-2022.0,30/7/2022,1923.06,1923.06,1923.06,New,Building Permission,,,GWMC,Warangal(Urban),City Planner,17.96045696,79.54500091,RESIDENTIAL,Residential Bldg/Apartment,14.74,17.63,5305.47,446.78,50.0,506144
DTCP,DC Approved,17/8/2021,-2021.0,-,150.73,167.18,150.73,New,Building Permission,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Architect,17.222242,80.146599,COMMERCIAL,Shop,6.0,6.0,132.27,10.57,0.0,507002
HMDA,Reject,16/2/2023,-1900.0,-,532.42,532.42,532.42,New,Building Permission,,Zone-2 Ghatkesar,Turkayamjal,Ranga Reddy,Planning Ofcr,17.26520462,78.58521524,Residential,Residential Bldg/Apartment,14.0,17.15,1479.47,181.48,12.0,501511
DTCP,DC Approved,17/8/2021,-2021.0,-,150.73,167.18,150.73,New,Building Permission,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Architect,17.222242,80.146599,COMMERCIAL,Shop,6.0,6.0,132.27,10.57,0.0,507002
DTCP,Final Approved,13/2/2023,-2023.0,24/4/2023,347.63,356.15,347.63,New,Building Permission,,,Manikonda,Rangareddy,Commissioner,17.396229,78.363545,RESIDENTIAL,Residential Bldg/Apartment,14.95,17.7,1240.62,107.68,10.0,500089
DTCP,Final Approved,14/2/2022,-2022.0,19/4/2022,10520.2,10520.2,10520.2,New,Layout with Open Plot,,,Miryalguda,Nalgonda,Commissioner,16.8684351,79.584691,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,508200
DTCP,Final Approved,17/8/2021,-2021.0,24/11/2021,92.11,103.51,92.11,New,Building Permission,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Assistant City Planner,17.242571,80.14904,COMMERCIAL,Shop,6.4,6.4,81.4,6.83,0.0,507002
DTCP,Reject,14/2/2022,-1900.0,-,1335.8,1337.73,1335.8,New,Building Permission,,,Zaheerabad,Sangareddy,Commissioner,17.68016844,77.60780996,COMMERCIAL,Commerical Bldg,11.8,11.8,3643.17,277.4,0.0,502220
DTCP,Final Approved,13/2/2023,-2023.0,17/5/2023,329.35,329.35,329.35,New,Building Permission,,,Manikonda,Rangareddy,Commissioner,17.396359,78.363475,RESIDENTIAL,Residential Bldg/Apartment,14.95,17.7,977.67,84.86,10.0,500089
HMDA,Reject,13/2/2023,-1900.0,-,743.72,743.72,743.72,New,Occupancy Certificate,,Zone-1 Medchal,Kompally,Medchal-Malkajgiri,Planning Ofcr,17.535754,78.480637,Residential,,15.0,0.0,1727.45,0.0,0.0,500100
HMDA,In process,15/2/2023,-1900.0,-,1737.58,2098.18,1737.58,New,Building Permission,,Zone-2 Ghatkesar,Turkayamjal,Ranga Reddy,Junior Planning Officer,17.26893352,78.5866115,Residential,Residential Bldg/Apartment,14.95,17.45,4597.64,752.77,35.0,501511
DTCP,Reject,17/8/2021,-1900.0,-,10288.72,12229.04,10288.72,New,Occupancy Certificate,,,Mahaboobnagar,Mahaboobnagar,Commissioner,16.75766441,78.01637124,RESIDENTIAL,,14.99,0.0,0.0,0.0,0.0,509001
DTCP,Reject,17/8/2021,-1900.0,-,979.78,979.78,979.78,New,Building Permission,,,GWMC,Warangal(Urban),Commissioner,17.97460353,79.61741672,COMMERCIAL,Retail Shop,9.45,9.45,892.6,94.0,0.0,506013
DTCP,Final Approved,14/2/2022,-2022.0,16/3/2022,78.6,78.6,78.6,New,Building Permission,,,Nizamabad,Nizamabad,Commissioner,18.67465517,78.09607558,COMMERCIAL,Shop,5.9,9.6,205.4,14.03,0.0,503001
HMDA,In process,13/2/2023,-1900.0,-,564.41,585.26,564.41,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Planning Ofcr,17.52462,78.34328,Residential,Residential Bldg/Apartment,14.5,17.85,1738.87,216.69,20.0,502325
DTCP,Final Approved,18/8/2021,-2021.0,7/10/2021,352.96,352.96,352.96,New,Building Permission,,,Medchal,Medchal-Malkajgiri,Commissioner,17.64217923,78.48074472,RESIDENTIAL,Residential Bldg/Apartment,11.92,15.02,974.83,78.0,8.0,501400
HMDA,Final Approved,14/2/2022,-2022.0,5/5/2022,9731.08,10205.36,9731.08,New,Building Permission,,Zone-1 Medchal,Medchal,Medchal-Malkajgiri,Commissioner,17.62397132,78.45009529,Commercial,Services or Repair establishments,14.5,14.5,4443.0,446.6,0.0,501400
DTCP,Final Approved,18/8/2021,-2021.0,24/9/2021,456.45,456.45,456.45,New,Building Permission,,,Kompally,Medchal-Malkajgiri,Commissioner,17.542454,78.479045,RESIDENTIAL,All types of Residential Buildings with ground coverage not exceeding 25%,12.0,15.1,1271.15,100.17,4.0,500100
HMDA,Final Approved,14/2/2022,-2022.0,8/9/2022,397.04,397.04,397.04,New,Building Permission,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Commissioner,17.315307,78.623698,Residential,Residential Bldg/Apartment,14.48,17.42,1399.7,148.78,10.0,501505
DTCP,DC Approved,14/2/2022,-2022.0,-,389.77,445.54,389.77,New,Building Permission,,,Yadagirigutta,Yadadri-Bhuvanagiri,Architect,17.59352652,78.93964168,RESIDENTIAL,Residential Bldg/Apartment,12.0,14.8,918.9,97.42,6.0,508115
DTCP,Final Approved,18/8/2021,-2021.0,27/10/2021,171.54,189.83,171.54,New,Building Permission,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Assistant City Planner,17.222715,80.148891,COMMERCIAL,Shop,6.6,6.6,132.27,10.14,0.0,507002
DTCP,Final Approved,14/2/2023,-2023.0,13/3/2023,3749.49,3865.82,3749.49,New,Layout with Open Plot,,,Nagarkurnool,Nagarkurnool,Commissioner,16.48832458,78.29775595,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,509209
DTCP,Final Approved,14/2/2022,-2022.0,12/4/2022,27666.98,29379.79,27666.98,New,Layout with Open Plot,,,Banswada,Kamareddy,Commissioner,18.37816704,77.8863247,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,503187
HMDA,Final Approved,14/2/2023,-2023.0,20/3/2023,250.8,250.8,250.8,New,Building Permission,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Commissioner,17.35839848,78.40263413,Residential,Residential Bldg/Apartment,15.0,17.9,952.75,79.22,10.0,500093
DTCP,Shortfall,14/2/2022,-1900.0,-,1055.81,1055.81,1055.81,New,Building Permission,,,KHAMMAM MUNICIPAL CORPORATION,Khammam,Architect,17.24656,80.17918,COMMERCIAL,Shop,12.0,14.6,2095.07,111.53,0.0,507002
DTCP,DC Approved,14/2/2023,-2023.0,-,22283.58,22711.29,22283.58,New,Layout with Open Plot,,,GWMC,Warangal(Urban),Architect,17.9520946,79.53287396,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,506144
HMDA,Shortfall,14/2/2022,-1900.0,-,417.58,417.58,417.58,New,Building Permission,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Architect,17.354669,78.396318,Residential,Residential Bldg/Apartment,14.95,17.83,1361.02,116.55,10.0,500093
DTCP,Reject,14/2/2023,-1900.0,-,316.03,316.03,316.03,New,Occupancy Certificate,,,Kamareddy,Kamareddy,Municipality Commissioner,18.32261722,78.33261651,RESIDENTIAL,Residential Bldg/Apartment,11.95,0.0,696.16,74.2,3.0,503100
HMDA,Final Approved,14/2/2022,-2022.0,28/3/2022,329.42,329.42,329.42,New,Building Permission,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Commissioner,17.324108,78.641201,Residential,Residential Bldg/Apartment,15.0,17.75,1119.45,146.03,10.0,501505
HMDA,Reject,14/2/2023,-1900.0,-,1306.68,1306.68,1306.68,New,Building Permission,,Zone-1 Medchal,Kompally,Medchal-Malkajgiri,Planning Ofcr,17.52915,78.48420649,Residential,Residential Bldg/Apartment,14.5,17.85,2959.49,481.71,30.0,500100
HMDA,Final Approved,18/8/2021,-2021.0,26/10/2021,627.53,627.53,627.53,New,Building Permission,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Commissioner,17.54689019,78.38630535,Residential,Residential Bldg/Apartment,14.95,17.65,1908.15,159.72,15.0,500090
HMDA,Final Approved,14/2/2023,-2023.0,29/4/2023,2161.46,2796.17,2161.46,New,Building Permission,,Zone-1 Medchal,Dundigal,Medchal-Malkajgiri,Commissioner,17.60634893,78.39331411,Residential,Residential Bldg/Apartment,17.4,17.4,10104.3,1128.58,33.0,
HMDA,DC Approved,14/2/2022,-2022.0,-,1083.6,1337.42,1083.6,New,Building Permission,,Zone-4 Shankerpally,Narsingi,Ranga Reddy,Architect,17.38515986,78.36409738,Commercial,Services or Repair establishments,7.65,7.65,780.34,62.03,0.0,500089
HMDA,Shortfall,14/2/2023,-1900.0,-,356.46,356.46,356.46,New,Building Permission,,Zone-1 Medchal,Nizampet Municipal Corporation,Medchal-Malkajgiri,Architect,17.55124537,78.36241321,Residential,Residential Bldg/Apartment,14.99,17.99,1259.74,107.41,10.0,502325
HMDA,Final Approved,14/2/2023,-2023.0,16/5/2023,393.24,393.24,393.24,New,Building Permission,,Zone-2 Ghatkesar,Nagaram,Medchal-Malkajgiri,Commissioner,17.48214917,78.59854992,Residential,Residential Bldg/Apartment,14.95,17.7,1141.6,142.35,10.0,500083
DTCP,Reject,18/8/2021,-1900.0,-,334.45,334.45,334.45,New,Occupancy Certificate,,,Badangpet Municipal Corporation,Rangareddy,Commissioner,17.29616237,78.53006691,RESIDENTIAL,,11.8,0.0,0.0,0.0,0.0,500021
HMDA,Reject,14/2/2022,-1900.0,-,1289.56,1289.56,1289.56,New,Building Permission,,Zone-1 Medchal,Gundlapochampally,Medchal-Malkajgiri,Planning Ofcr,17.5873035,78.4299066,Residential,Other Residential Building,9.66,9.66,2119.34,141.74,3.0,500043
DTCP,DC Approved,18/8/2021,-2021.0,-,987.29,987.29,987.29,New,Building Permission,,,Sircilla,Rajanna-Sircilla,Architect,18.41443109,78.82644885,COMMERCIAL,Wholesale Commerical Market,5.9,8.85,406.92,0.0,0.0,505301
HMDA,Shortfall,18/8/2021,-1900.0,-,581.9,581.9,581.9,New,Building Permission,,Zone-2 Ghatkesar,Dammaiguda,Medchal-Malkajgiri,Architect,17.49636637,78.60431595,Residential,Residential Bldg/Apartment,15.0,18.1,1675.8,147.25,20.0,500083
HMDA,Final Approved,14/2/2022,-2022.0,1/6/2022,398.77,398.77,398.77,New,Building Permission,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Commissioner,17.32927615,78.64369552,Residential,Residential Bldg/Apartment,15.0,17.75,1439.03,180.29,10.0,501505
HMDA,Reject,5/3/2022,-1900.0,-,3261.68,3959.74,3261.68,New,Building Permission,,Zone-2 Ghatkesar,Bhongir,Yadadri-Bhuvanagiri,Planning Ofcr,17.5146826,78.91215529,Commercial,Restaurant / Cafeteria,7.99,7.99,569.14,60.4,0.0,508100
HMDA,Final Approved,14/2/2023,-2023.0,11/4/2023,327.71,327.71,327.71,New,Occupancy Certificate,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Planning Ofcr,17.517964,78.339511,Residential,Residential Bldg/Apartment,14.99,0.0,930.0,95.0,10.0,500050
HMDA,Final Approved,14/2/2023,-2023.0,24/4/2023,557.42,557.42,557.42,New,Building Permission,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Commissioner,17.348288,78.399076,Residential,Residential Bldg/Apartment,14.94,17.93,1569.76,238.92,10.0,500093
DTCP,Final Approved,14/2/2023,-2023.0,24/2/2023,744.32,764.89,744.32,New,Occupancy Certificate,,,Ameenpur,Sangareddy,Commissioner,17.51770382,78.32455216,RESIDENTIAL,,14.24,0.0,1871.0,0.0,0.0,500050
DTCP,Final Approved,14/2/2023,-2023.0,24/2/2023,731.83,752.4,731.83,New,Occupancy Certificate,,,Ameenpur,Sangareddy,Commissioner,17.51745434,78.32451785,RESIDENTIAL,,14.24,0.0,1871.0,0.0,0.0,500050
DTCP,Reject,14/2/2022,-1900.0,-,375.56,375.56,375.56,New,Building Permission,,,KARIMNAGAR MUNICIPAL CORPORATION,Karimnagar,Commissioner,18.45663064,79.1316621,MEDICAL,Nursing Home,11.84,14.95,956.43,94.37,0.0,505001
DTCP,Shortfall,14/2/2022,-1900.0,-,349.49,418.06,349.49,New,Building Permission,,,Nagaram,Medchal-Malkajgiri,Architect,17.47061782,78.63512537,RESIDENTIAL,Residential Bldg/Apartment,6.45,6.45,275.74,0.0,1.0,500083
DTCP,Final Approved,18/8/2021,-2021.0,24/9/2021,498.23,498.23,498.23,New,Building Permission,,,Kompally,Medchal-Malkajgiri,Commissioner,17.542748,78.4797,RESIDENTIAL,All types of Residential Buildings with ground coverage not exceeding 25%,12.0,15.1,1481.06,116.12,4.0,500100
HMDA,Reject,15/2/2022,-1900.0,-,7789.85,7890.94,7789.85,New,Building Permission,,Zone-4 Shankerpally,Bandlaguda Jagir Municipal Corporation,Ranga Reddy,Planning Ofcr,17.36038754,78.38634537,Commercial,Ware House,5.51,5.51,4383.25,472.31,0.0,500091
DTCP,Final Approved,18/8/2021,-2021.0,24/9/2021,488.05,488.05,488.05,New,Building Permission,,,Kompally,Medchal-Malkajgiri,Commissioner,17.542776,78.479477,RESIDENTIAL,All types of Residential Buildings with ground coverage not exceeding 25%,12.0,15.1,1369.29,109.06,4.0,500100
DTCP,Final Approved,15/2/2022,-2022.0,23/8/2022,11597.25,11597.25,11597.25,New,Layout with Open Plot,,,Nalgonda,Nalgonda,Commissioner,17.04112744,79.25022672,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,508001
DTCP,Final Approved,15/2/2022,-2022.0,7/3/2022,15627.11,16189.91,15627.11,New,Layout with Open Plot,,,Kalwakurthy,Nagarkurnool,Commissioner,16.63658161,78.48140781,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,509324
DTCP,Final Approved,15/2/2022,-2022.0,4/3/2022,661.13,661.13,661.13,New,Building Permission,,,Narsingi,Rangareddy,Commissioner,17.3787119,78.3614361,RESIDENTIAL,Residential Bldg/Apartment,8.7,12.04,1477.8,111.31,3.0,500008
DTCP,"DC Approved, Deemed",18/8/2021,-2022.0,-,253.7,338.16,253.7,New,Building Permission,,,Narayanapet,Mahaboobnagar,Architect,16.74219965,77.48925589,INDUSTRIAL,Godowns,7.2,11.26,320.66,41.39,0.0,509210
HMDA,Final Approved,15/2/2022,-2022.0,19/11/2022,209.24,217.86,209.24,Revision,Building Permission,,Zone-1 Medchal,Nizampet Municipal Corporation,Medchal-Malkajgiri,Commissioner,17.52135139,78.38766026,Residential,Residential Bldg/Apartment,11.99,14.94,611.63,75.74,4.0,501002
HMDA,Shortfall,22/2/2023,-1900.0,-,418.05,418.05,418.05,New,Building Permission,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Architect,17.35680389,78.59098626,Residential,Residential Bldg/Apartment,12.0,14.75,1120.53,90.84,4.0,500068
DTCP,Final Approved,18/8/2021,-2021.0,16/11/2021,665.01,668.87,665.01,Addition/Alteration,Building Permission,,,Adibatla,Rangareddy,Commissioner,17.23475272,78.56854747,RESIDENTIAL,All types of residential buildings,15.0,18.5,2341.95,215.23,4.0,
HMDA,Final Approved,15/2/2022,-2022.0,13/4/2022,1164.54,1164.54,1164.54,New,Occupancy Certificate,,Zone-2 Ghatkesar,Bhongir,Yadadri-Bhuvanagiri,Planning Ofcr,17.50082338,78.87371314,Residential,,14.89,0.0,0.0,0.0,0.0,508100
DTCP,Final Approved,15/2/2022,-2022.0,9/6/2022,3312.63,3317.0,3312.63,New,Building Permission,,,Nirmal,Nirmal,Commissioner,19.09836531,78.33798791,RESIDENTIAL,Residential Bldg/Apartment,14.99,17.99,10419.9,815.44,60.0,504106
DTCP,Reject,15/2/2022,-1900.0,-,677.02,706.4,677.02,New,Building Permission,,,Gundlapochampally,Medchal-Malkajgiri,Commissioner,17.571097,78.488778,RESIDENTIAL,Residential Bldg/Apartment,14.95,17.45,1967.85,161.13,15.0,500014
DTCP,Final Approved,18/8/2021,-2021.0,24/4/2022,938.18,942.35,938.18,New,Building Permission,,,GWMC,Warangal(Urban),DCP,17.9845995,79.55675988,RESIDENTIAL,Residential Bldg/Apartment,14.99,17.89,2446.18,201.04,20.0,506001
HMDA,Final Approved,15/2/2022,-2022.0,6/4/2022,1330.74,1339.43,1330.74,New,Building Permission,,Zone-1 Medchal,Medchal,Medchal-Malkajgiri,Commissioner,17.64803822,78.48500488,Residential,Residential Bldg/Apartment,14.9,17.85,3824.11,313.17,25.0,501400
DTCP,Shortfall,15/2/2022,-1900.0,-,748.02,748.02,748.02,New,Building Permission,,,Manikonda,Rangareddy,Architect,17.38665878,78.3717902,RESIDENTIAL,Residential Bldg/Apartment,15.0,18.45,2336.0,198.54,20.0,500089
DTCP,Final Approved,19/8/2021,-2021.0,1/10/2021,361.19,361.19,361.19,Addition/Alteration,Building Permission,,,Turkayamjal,Rangareddy,Commissioner,17.25017667,78.58754928,RESIDENTIAL,All types of residential buildings,14.9,18.25,1167.96,98.87,10.0,501511
HMDA,Reject,15/2/2022,-1900.0,-,841.95,1093.91,841.95,New,Building Permission,,Zone-2 Ghatkesar,Pocharam,Medchal-Malkajgiri,Planning Ofcr,17.434886,78.665376,Residential,Residential Bldg/Apartment,14.9,17.9,2514.31,358.51,20.0,501301
DTCP,Final Approved,19/8/2021,-2021.0,6/12/2021,1011.24,1011.24,1011.24,New,Building Permission,,,Kyathanpally,Mancherial,Commissioner,18.92836805,79.45115407,RESIDENTIAL,Dwellings Detached & Semi-detached ,9.3,9.3,1556.52,157.18,3.0,504200
DTCP,Reject,15/2/2022,-1900.0,-,670.17,670.17,670.17,New,Building Permission,,,NIZAMPET MUNICIPAL CORPORATION,Medchal-Malkajgiri,Commissioner,17.51415245,78.39842025,RESIDENTIAL,Residential Bldg/Apartment,11.92,14.87,1670.88,130.92,16.0,501002
DTCP,Final Approved,15/2/2022,-2022.0,12/4/2022,168.48,232.34,168.48,New,Building Permission,,,Mahaboobnagar,Mahaboobnagar,Commissioner,16.74868756,78.00219569,COMMERCIAL,Shop,9.45,9.45,307.24,21.79,0.0,509001
DTCP,Reject,15/2/2022,-1900.0,-,446.42,445.94,446.42,New,Occupancy Certificate,,,Bandlaguda Jagir Municipal Corporation,Rangareddy,Commissioner,17.3488938,78.37903172,RESIDENTIAL,,12.0,0.0,0.0,0.0,0.0,500086
DTCP,Reject,19/8/2021,-1900.0,-,73.49,75.06,73.49,New,Building Permission,,,Nirmal,Nirmal,Commissioner,19.10098756,78.34365972,COMMERCIAL,Shop,6.0,9.5,158.5,12.5,0.0,504106
HMDA,Final Approved,15/2/2022,-2022.0,8/4/2022,225.74,225.74,225.74,New,Building Permission,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Commissioner,17.361754,78.59424123,Residential,Residential Bldg/Apartment,11.92,14.87,697.27,55.08,4.0,500068
DTCP,Final Approved,14/2/2023,-2023.0,13/3/2023,357.66,357.66,357.66,New,Occupancy Certificate,,,Bandlaguda Jagir Municipal Corporation,Rangareddy,Commissioner,17.35647758,78.38654276,RESIDENTIAL,,12.0,0.0,815.68,0.0,0.0,500086
HMDA,Shortfall,23/8/2021,-1900.0,-,496.33,496.33,496.33,New,Building Permission,,Zone-4 Shankerpally,Sangareddy,Sanga Reddy,Architect,17.58655514,78.08419206,Residential,Residential Bldg/Apartment,11.92,14.9,1348.15,122.01,8.0,502295
HMDA,Final Approved,16/2/2023,-2023.0,21/4/2023,44492.4,44492.4,44492.4,New,Layout with Open Plot,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Commissioner,17.32762019,78.6775813,Residential,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,
DTCP,Reject,15/2/2022,-1900.0,-,1986.41,1989.13,1986.41,New,Building Permission,,,Siddipet,Siddipet,Commissioner,18.07995385,78.85437962,RESIDENTIAL,Residential Bldg/Apartment,14.5,17.9,5788.36,477.44,10.0,502103
DTCP,Shortfall,14/2/2023,-1900.0,-,7713.42,7713.42,7713.42,New,Layout with Open Plot,,,Naspur,Mancherial,Architect,18.8494223,79.48149861,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,504302
DTCP,Reject,14/2/2023,-1900.0,-,345.8,505.82,345.8,New,Occupancy Certificate,,,Narsingi,Rangareddy,Commissioner,17.39336,78.359817,RESIDENTIAL,Residential Bldg/Apartment,12.0,0.0,603.84,105.7,12.0,500089
HMDA,Final Approved,14/2/2023,-2023.0,29/4/2023,222.83,222.83,222.83,New,Building Permission,,Zone-1 Medchal,Gundlapochampally,Medchal-Malkajgiri,Commissioner,17.56076,78.469208,Residential,Residential Bldg/Apartment,11.95,14.95,689.93,55.6,4.0,500014
HMDA,Final Approved,15/2/2022,-2022.0,19/11/2022,365.66,367.9,365.66,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Commissioner,17.53078753,78.32469,Residential,Residential Bldg/Apartment,12.0,15.0,1104.86,170.24,8.0,502325
DTCP,Final Approved,14/2/2023,-2023.0,29/4/2023,10103.97,11266.68,10103.97,Revision,Layout with Open Plot,,,Gajwel-Pragnapur,Siddipet,Commissioner,17.82235543,78.70167714,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,502281
HMDA,Shortfall,15/2/2022,-1900.0,-,367.88,367.88,367.88,New,Building Permission,,Zone-4 Shankerpally,Ameenpur,Sanga Reddy,Architect,17.53086424,78.324928,Residential,Residential Bldg/Apartment,12.0,15.0,1032.64,163.31,8.0,502325
DTCP,Final Approved,19/8/2021,-2021.0,3/11/2021,725.02,801.8,725.02,New,Building Permission,,,Ameenpur,Sangareddy,Commissioner,17.52462378,78.34574774,RESIDENTIAL,All types of residential buildings,14.89,17.39,2261.31,297.85,20.0,500049
HMDA,Final Approved,16/2/2023,-2023.0,15/5/2023,426.4,426.4,426.4,New,Building Permission,,Zone-2 Ghatkesar,Pedda Amberpet,Ranga Reddy,Commissioner,17.326191,78.638185,Residential,Residential Bldg/Apartment,14.95,17.75,1514.85,118.53,10.0,501505
DTCP,Final Approved,14/2/2023,-2023.0,4/5/2023,311.18,311.18,311.18,New,Building Permission,,,Mancherial,Mancherial,Commissioner,18.88984357,79.4426559,RESIDENTIAL,Residential Bldg/Apartment,11.84,15.4,428.84,35.23,4.0,504200
HMDA,Final Approved,19/8/2021,-2021.0,16/10/2021,334.4,334.4,334.4,New,Building Permission,,Zone-1 Medchal,Medchal,Medchal-Malkajgiri,Commissioner,17.635406,78.502016,Residential,Residential Bldg/Apartment,14.5,17.25,1102.36,94.78,10.0,501401
DTCP,Final Approved,15/2/2022,-2022.0,3/8/2022,19019.6,19019.6,19019.6,New,Layout with Open Plot,,,Wyra,Khammam,Commissioner,17.17353967,80.35355637,RESIDENTIAL,Residential Bldg/Apartment,0.0,0.0,0.0,0.0,0.0,507165
DTCP,Final Approved,14/2/2023,-2023.0,8/3/2023,134.86,153.02,134.86,New,Building Permission,,,Nizamabad,Nizamabad,Commissioner,18.67793573,78.12994175,COMMERCIAL,Shop,8.25,11.35,203.85,26.53,0.0,503003
DTCP,"DC Approved, Deemed",19/8/2021,-2022.0,-,748.38,799.04,748.38,New,Building Permission,,,KARIMNAGAR MUNICIPAL CORPORATION,Karimnagar,Architect,18.42012933,79.1131536,RESIDENTIAL,Bungalow,3.4,3.4,133.12,13.7,1.0,505215
DTCP,Final Approved,14/2/2023,-1900.0,9/3/2023,717.29,717.29,717.29,New,Occupancy Certificate,,,Manikonda,Rangareddy,Commissioner,17.412872,78.3771,RESIDENTIAL,,15.0,0.0,1601.75,0.0,0.0,500089
DTCP,Final Approved,14/2/2023,-2023.0,13/3/2023,428.09,428.09,428.09,New,Building Permission,,,Mancherial,Mancherial,Commissioner,18.875766,79.446401,COMMERCIAL,Retail Shop,11.0,14.35,943.47,73.12,0.0,504200
